Card ID,Week,System,Module,Topic,Subtopic,Learning Objective,Difficulty,Depth of Knowledge,Tier,Question,Answer,Explanation,Common Misconception,Tags
W1-242,Week 1,Cell Anatomy,Cell Anatomy,Cell Specialization,Cell Specialization,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,2,1,core,Why do white blood cells need to change shape?,They can squeeze between cells to reach a site of infection.,Shape change lets a white cell squeeze between cells to reach an infection.,Thinking white cells travel only within vessels.,white blood cell
W1-243,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell cannot digest worn-out organelles. Which organelle is most likely defective?,Lysosome.,"A cell that cannot digest worn organelles has defective lysosomes, as in storage diseases.",Blaming mitochondria for failed digestion.,lysosomes; clinical
W1-244,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell cannot neutralize toxins and free radicals well. Which organelle is most likely defective?,Peroxisome.,A cell that cannot neutralize toxins and free radicals has defective peroxisomes.,Blaming lysosomes for toxin buildup.,peroxisomes; clinical
W1-245,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell cannot produce enough ATP for contraction. Which organelle is most directly involved?,Mitochondria.,A cell short on ATP for contraction points to mitochondrial failure.,Blaming ribosomes for low ATP.,mitochondria; clinical
W1-246,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A secreted protein is made but cannot be packaged and shipped correctly. Which organelle is most likely involved?,Golgi apparatus.,A protein made but not packaged points to a Golgi problem.,Blaming the rough ER when packaging fails.,Golgi; clinical
W1-247,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A product cannot move from ER to Golgi. Which structure likely failed?,Transport vesicles or microtubule tracks.,A product stuck between ER and Golgi implicates transport vesicles or their microtubule tracks.,Thinking the Golgi itself blocks ER-to-Golgi transport.,vesicles; microtubules
W1-248,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,Messenger RNA cannot leave the nucleus. Which structure is impaired?,Nuclear pores.,Messenger RNA trapped in the nucleus points to failed nuclear pores.,Blaming the nucleolus for mRNA that cannot exit.,nuclear pores; clinical
W1-249,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell surface loses its fuzzy identity coat. Which membrane component is affected?,Glycocalyx.,A lost fuzzy surface coat means the glycocalyx is affected.,Confusing the glycocalyx with the plasma membrane itself.,glycocalyx; clinical
W1-250,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell specialized for secretion would likely have abundant rough ER and Golgi. Why?,Rough ER makes proteins and Golgi sorts/packages them for export.,A secretory cell has abundant rough ER to make proteins and Golgi to package them.,Thinking secretory cells rely on smooth ER.,secretion; ER; Golgi
W1-251,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A steroid-producing cell would likely have abundant smooth ER. Why?,Smooth ER makes lipids.,A steroid-producing cell has abundant smooth ER because smooth ER makes lipids.,Thinking steroid cells rely on rough ER.,smooth ER; lipids
W1-252,Week 1,Cell Anatomy,Cell Anatomy,Clinical Reasoning,Clinical Reasoning,Identify the parts of the generalized cell and trace how materials move through the endomembrane system.,4,3,core,A cell with high calcium storage needs would rely heavily on which organelle?,Smooth ER.,"Smooth ER stores calcium, so cells with high calcium needs carry a lot of it.",Attributing calcium storage to the Golgi.,smooth ER; calcium
W1-253,Week 1,Tissues,Tissues,Origins,Origins,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is a tissue?,A group of cells that share a structure and a job.,A tissue is a group of cells sharing both a structure and a job.,Thinking any group of cells forms a tissue.,tissue
W1-254,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are the three primary germ layers?,"Ectoderm, mesoderm, and endoderm.","The three germ layers are ectoderm, mesoderm, and endoderm.",Naming only two germ layers.,germ layers
W1-255,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What does ectoderm form?,The epidermis of the skin and all nervous tissue.,Ectoderm forms the epidermis and all nervous tissue.,Thinking ectoderm forms bone and muscle.,ectoderm
W1-256,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What does mesoderm form?,"Muscle, bone, cartilage, blood, and most connective tissue.","Mesoderm forms muscle, bone, cartilage, blood, and most connective tissue.",Thinking mesoderm forms the skin's epidermis.,mesoderm
W1-257,Week 1,Tissues,Tissues,Germ Layers,Germ Layers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What does endoderm form?,The epithelial lining of the digestive and respiratory tracts and their glands.,Endoderm forms the epithelial lining of the digestive and respiratory tracts and their glands.,Thinking endoderm forms nervous tissue.,endoderm
W1-258,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Name the four basic tissue types.,"Epithelial, connective, muscle, and nervous tissue.","The four tissue types are epithelial, connective, muscle, and nervous.",Leaving connective tissue off the list.,four tissue types
W1-259,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of epithelial tissue?,"Covers surfaces, lines cavities and vessels, and forms glands.","Epithelium covers surfaces, lines cavities and vessels, and forms glands.",Thinking epithelium's main job is support.,epithelial tissue
W1-260,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where does epithelial tissue dominate?,"Epidermis, gut and vessel linings, and all glands.","Epithelium dominates the epidermis, gut and vessel linings, and all glands.",Placing epithelium mainly inside bones.,epithelial tissue
W1-261,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of connective tissue?,"Binds, supports, and protects.","Connective tissue binds, supports, and protects, the most widespread type.",Thinking connective tissue mainly covers surfaces.,connective tissue
W1-262,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where is connective tissue found?,"Throughout the body, between and within organs.","Connective tissue is found throughout the body, between and within organs.",Thinking connective tissue is limited to tendons.,connective tissue
W1-263,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of muscle tissue?,Produces movement by contracting.,Muscle tissue produces movement by contracting.,Thinking muscle tissue's main job is support.,muscle tissue
W1-264,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where is muscle tissue found?,"Skeletal muscles, heart wall, and walls of hollow organs.","Muscle tissue is in skeletal muscles, the heart wall, and walls of hollow organs.",Thinking muscle is only attached to bone.,muscle tissue
W1-265,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the primary function of nervous tissue?,"Senses change, processes information, and directs responses.","Nervous tissue senses change, processes information, and directs responses.",Thinking nervous tissue mainly provides structure.,nervous tissue
W1-266,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Where is nervous tissue found?,"Brain, spinal cord, and nerves.","Nervous tissue is found in the brain, spinal cord, and nerves.",Thinking nervous tissue is spread evenly through all organs.,nervous tissue
W1-267,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare epithelial and connective tissue by general role.,"Epithelial tissue covers and lines; connective tissue binds, supports, and protects.","Epithelium covers and lines; connective tissue binds, supports, and protects.",Blurring the roles of epithelial and connective tissue.,epithelial; connective
W1-268,Week 1,Tissues,Tissues,Four Tissue Types,Four Tissue Types,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare muscle and nervous tissue by primary function.,"Muscle tissue contracts for movement; nervous tissue senses, processes, and directs responses.","Muscle contracts for movement; nervous tissue senses, processes, and directs.",Confusing the roles of muscle and nervous tissue.,muscle; nervous
W1-269,Week 1,Tissues,Tissues,Epithelial Tissue,Epithelial Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are the major functions of epithelial tissue?,"Protection, absorption, secretion, filtration, and sensory reception.","Epithelial functions include protection, absorption, secretion, filtration, and sensory reception.",Thinking epithelium only protects.,epithelial functions
W1-270,Week 1,Tissues,Tissues,Epithelial Tissue,Epithelial Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are general features of epithelial tissue?,"Tightly packed cells, little matrix, one free apical surface, avascular but innervated, high regeneration.","Epithelium is tightly packed with little matrix, one free surface, avascular but innervated, and quick to regenerate.",Thinking epithelium is richly vascular.,epithelial features
W1-271,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,How are epithelial tissues named?,By number of cell layers and shape of surface cells.,Epithelia are named by number of cell layers and the shape of the surface cells.,Naming epithelia by color or location alone.,epithelial classification
W1-272,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is simple epithelium?,"One cell layer, built for absorption, secretion, and filtration.","Simple epithelium is one cell layer, built for absorption, secretion, and filtration.",Thinking simple epithelium is best for protection.,simple epithelium
W1-273,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is stratified epithelium?,"Many cell layers, built for protection against wear.","Stratified epithelium is many layers, built to resist wear.",Thinking stratified epithelium is best for absorption.,stratified epithelium
W1-274,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are squamous cells?,"Flat, thin cells that allow rapid diffusion and filtration.","Squamous cells are flat and thin, allowing rapid diffusion and filtration.",Thinking squamous cells are tall.,squamous cells
W1-275,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are cuboidal cells?,Cube-shaped cells common in glands and kidney tubules for secretion and absorption.,"Cuboidal cells are cube-shaped, common in glands and kidney tubules for secretion and absorption.",Confusing cuboidal with squamous cells.,cuboidal cells
W1-276,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are columnar cells?,Tall cells lining absorptive and secretory surfaces such as the gut.,"Columnar cells are tall, lining absorptive and secretory surfaces like the gut.",Thinking columnar cells are flat.,columnar cells
W1-277,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is pseudostratified epithelium?,"One layer that looks layered, often ciliated, lining the airways.","Pseudostratified epithelium is one layer that looks layered, often ciliated, lining airways.",Thinking pseudostratified epithelium truly has many layers.,pseudostratified epithelium
W1-278,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is transitional epithelium?,"Epithelium that stretches and recoils, lining the urinary tract.","Transitional epithelium stretches and recoils, lining the urinary tract.",Thinking transitional epithelium is rigid.,transitional epithelium
W1-279,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare simple and stratified epithelium.,Simple has one layer for exchange/absorption/secretion; stratified has many layers for protection.,Simple epithelium is one layer for exchange; stratified is many layers for protection.,Reversing which type protects and which exchanges.,simple; stratified
W1-280,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,"Compare squamous, cuboidal, and columnar cells.",Squamous are flat; cuboidal are cube-shaped; columnar are tall.,"Squamous are flat, cuboidal are cube-shaped, columnar are tall.",Mixing up the three cell shapes.,cell shapes
W1-281,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why is stratified epithelium suited for protection?,Many layers resist wear and damage.,Many layers let stratified epithelium resist wear and damage.,Thinking a single layer protects best.,stratified epithelium
W1-282,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why is simple squamous epithelium suited for diffusion?,"Flat, thin cells create a short diffusion distance.","Flat, thin squamous cells make a short diffusion distance ideal for exchange.",Thinking thick cells diffuse faster.,simple squamous
W1-283,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,A tissue must stretch and recoil in the urinary tract. Which epithelium fits?,Transitional epithelium.,Tissue that stretches and recoils in the urinary tract is transitional epithelium.,Guessing stratified squamous for the bladder lining.,transitional epithelium
W1-284,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,A ciliated airway lining looks layered but is one layer. Which epithelium fits?,Pseudostratified epithelium.,A ciliated airway lining that looks layered but is one layer is pseudostratified.,Calling the airway lining truly stratified.,pseudostratified
W1-285,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,A gland duct is specialized for secretion and absorption. Which cell shape is common?,Cuboidal cells.,A gland duct built for secretion and absorption commonly uses cuboidal cells.,Guessing squamous cells for a secretory duct.,cuboidal
W1-286,Week 1,Tissues,Tissues,Epithelial Classification,Epithelial Classification,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,An absorptive gut lining uses tall cells. Which epithelial shape fits?,Columnar cells.,An absorptive gut lining of tall cells is columnar epithelium.,Guessing cuboidal for the tall gut lining.,columnar
W1-287,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the basement membrane?,A thin sheet anchoring epithelium to underlying connective tissue.,The basement membrane is a thin sheet anchoring epithelium to the connective tissue below.,Thinking the basement membrane is at the epithelial surface.,basement membrane
W1-288,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What two layers form the basement membrane?,Basal lamina and reticular lamina.,The basement membrane has a basal lamina and a deeper reticular lamina.,Thinking it is a single undivided layer.,basement membrane
W1-289,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What do apical microvilli do?,Increase surface area for absorption.,Apical microvilli increase surface area for absorption.,Confusing microvilli with cilia.,microvilli
W1-290,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What do epithelial cilia do?,Sweep mucus and particles across the surface.,Epithelial cilia sweep mucus and particles across the surface.,Thinking cilia absorb nutrients.,cilia
W1-291,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why is epithelium avascular but still alive?,It receives nutrients by diffusion from underlying connective tissue.,Epithelium is avascular but stays alive by diffusion from the connective tissue below.,Thinking epithelium has its own blood vessels.,epithelial features
W1-292,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why does epithelium have high regenerative capacity?,It is exposed to wear and must replace damaged cells.,Epithelium regenerates readily because it is constantly exposed to wear.,Thinking epithelium rarely replaces its cells.,epithelial regeneration
W1-293,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,"If the basement membrane fails, what epithelial function is most directly compromised?",Anchoring epithelium to connective tissue below.,"If the basement membrane fails, epithelium loses its anchor to the connective tissue below.",Thinking basement membrane failure mainly affects absorption.,basement membrane; application
W1-294,Week 1,Tissues,Tissues,Epithelial Structures,Epithelial Structures,"Classify the four tissue types and their subtypes by structure, function, and location.",4,3,core,"If airway cilia fail, what clinical problem becomes more likely?","Mucus and particles build up, increasing infection risk.","If airway cilia fail, mucus and particles build up and infection risk rises.",Thinking cilia failure mainly affects oxygen exchange.,cilia; clinical
W1-301,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is a tight junction?,A junction that fuses adjacent cell membranes to seal the gap between cells so nothing leaks between them.,Tight junctions seal the gap so even small molecules cannot slip between cells.,Thinking tight junctions let material pass between cells.,cell junctions; tight junction
W1-302,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Which proteins form tight junctions?,Claudins and occludins.,Claudins and occludins knit the membranes together at a tight junction.,Confusing claudins with the connexins of gap junctions.,cell junctions; tight junction
W1-303,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why does the blood-brain barrier depend on tight junctions?,"Tight junctions seal the spaces between cells, so substances cannot slip between them into the brain.","Tight junctions between brain capillary cells block leakage, forming the blood-brain barrier.",Thinking the barrier is a separate membrane rather than sealed junctions.,cell junctions; tight junction; blood-brain barrier
W1-304,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is a desmosome?,A plaque-like junction that rivets neighboring cells together to resist pulling forces.,Desmosomes are spot-weld plaques that rivet cells against pulling forces.,Thinking desmosomes seal the gap like tight junctions.,cell junctions; desmosome
W1-305,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,"To which cytoskeletal element does a desmosome anchor, and why does that suit its job?","Intermediate filaments, the tension-resisting fibers, which lets desmosomes hold cells together against pulling forces.","Desmosomes tie into intermediate filaments, the tension-resisting cytoskeleton.",Thinking desmosomes anchor to microtubules.,cell junctions; desmosome; intermediate filaments
W1-306,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Compare a desmosome and a hemidesmosome by what each one anchors.,A desmosome rivets one cell to an adjacent cell; a hemidesmosome anchors a cell to the basement membrane beneath it.,A desmosome joins two cells; a hemidesmosome joins a cell to the basement membrane.,Thinking both link cell to cell.,cell junctions; desmosome; hemidesmosome
W1-307,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is a gap junction?,Protein channels that let ions and small molecules pass directly between neighboring cells for communication.,Gap junctions are channels that let ions and small molecules pass directly between cells.,Thinking gap junctions physically seal cells shut.,cell junctions; gap junction
W1-308,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,"What protein forms the channels of a gap junction, and what passes through them?","Connexins form the channels, which pass ions and small molecules between cells.","Connexins form the pore of a gap junction, passing ions and small molecules.",Confusing connexins with claudins.,cell junctions; gap junction; connexins
W1-309,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Compare tight junctions and gap junctions by function.,Tight junctions seal the space between cells so nothing passes; gap junctions open channels so cells can communicate.,Tight junctions seal; gap junctions open channels for communication.,Thinking both junctions do the same thing.,cell junctions; tight junction; gap junction
W1-310,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,"What does an adherens junction do, and to which cytoskeletal element does it attach?","It forms an adhesion belt that helps surfaces resist separation during contraction, attaching to microfilaments.",An adherens junction forms an adhesion belt tied to microfilaments that resists separation during contraction.,Confusing an adherens junction with a desmosome.,cell junctions; adherens junction; microfilaments
W1-311,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,A junction attaches to intermediate filaments and is abundant in the epidermis and cardiac muscle. Which junction is it?,A desmosome.,Intermediate-filament anchoring in epidermis and cardiac muscle marks a desmosome.,Guessing gap junction for a tension-resisting junction.,cell junctions; desmosome; classification
W1-312,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,"In the skin, which junction keeps the epidermis anchored to the basement membrane so it does not shear away?",The hemidesmosome.,Hemidesmosomes anchor the epidermis to the basement membrane through integrins.,Thinking desmosomes anchor skin to the basement membrane.,cell junctions; hemidesmosome; clinical
W1-313,Week 1,Tissues,Tissues,Cell Junctions,Cell Junctions,"Classify the four tissue types and their subtypes by structure, function, and location.",6,3,core,Cardiac muscle must both stay physically bound and communicate cell to cell. Which two junctions provide each need?,"Desmosomes rivet the cells together against pulling forces, and gap junctions let them communicate.",Cardiac cells use desmosomes to stay bound and gap junctions to communicate.,Thinking one junction type does both jobs in the heart.,cell junctions; cardiac muscle; desmosome; gap junction
W1-314,Week 1,Tissues,Tissues,Glandular Epithelium,Glandular Epithelium,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is glandular epithelium?,"Epithelium specialized to produce and release a secretion, forming the body's glands.",Glandular epithelium is specialized to make and release secretions.,Thinking glands are connective tissue.,glandular epithelium
W1-315,Week 1,Tissues,Tissues,Glandular Epithelium,Glandular Epithelium,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Compare exocrine and endocrine glands by whether they have a duct.,Exocrine glands have a duct and secrete onto a surface; endocrine glands are ductless and release hormones into the blood.,Exocrine glands secrete through a duct onto a surface; endocrine glands are ductless and secrete into blood.,Thinking all glands have ducts.,glandular epithelium; exocrine; endocrine
W1-316,Week 1,Tissues,Tissues,Glandular Epithelium,Glandular Epithelium,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Name two exocrine glands.,Sweat glands and salivary glands.,"Sweat and salivary glands are exocrine, secreting through ducts.",Calling the thyroid an exocrine gland.,glandular epithelium; exocrine
W1-317,Week 1,Tissues,Tissues,Glandular Epithelium,Glandular Epithelium,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,A gland releases its product through a duct onto the skin surface. Is it exocrine or endocrine?,Exocrine.,A gland secreting through a duct onto the skin is exocrine.,Guessing endocrine for a ducted gland.,glandular epithelium; exocrine; classification
W1-318,Week 1,Tissues,Tissues,Glandular Epithelium,Glandular Epithelium,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,A ductless gland releases its product straight into the bloodstream. Is it exocrine or endocrine?,Endocrine.,A ductless gland releasing into blood is endocrine.,Guessing exocrine for a ductless gland.,glandular epithelium; endocrine; classification
W1-319,Week 1,Tissues,Tissues,Glandular Epithelium,Glandular Epithelium,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Why does an endocrine gland not need a duct?,"It releases hormones directly into the blood rather than onto a surface, so no duct is required.","Endocrine glands release hormones straight into the blood, so no duct is needed.",Thinking endocrine glands secrete onto a surface.,glandular epithelium; endocrine
W1-320,Week 1,Tissues,Tissues,Glandular Epithelium,Glandular Epithelium,"Classify the four tissue types and their subtypes by structure, function, and location.",5,3,core,The thyroid has no duct; a salivary gland has one. What does the presence or absence of a duct tell you about where each product goes?,The ducted salivary gland delivers onto a surface (exocrine); the ductless thyroid releases into the blood (endocrine).,"A duct means exocrine, like the salivary gland; no duct means endocrine, like the thyroid.",Thinking the presence of a duct does not matter.,glandular epithelium; exocrine; endocrine
W1-321,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What are the three ingredients found in every connective tissue?,"Cells, fibers, and ground substance.",Every connective tissue is cells plus fibers plus ground substance.,Thinking connective tissue is mostly cells.,connective tissue; composition
W1-322,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is the extracellular matrix of a connective tissue?,"The fibers and ground substance together, where most of the tissue volume sits.",The extracellular matrix is the fibers and ground substance where most tissue volume sits.,Thinking the matrix is made of cells.,connective tissue; extracellular matrix
W1-323,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Why is connective tissue described as mostly extracellular matrix rather than cells?,"Its cells are spread far apart, and fibers plus ground substance make up most of the tissue volume.","Connective tissue cells are spread out, so fibers and ground substance dominate the volume.",Thinking connective tissue is densely cellular.,connective tissue; extracellular matrix
W1-324,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,What is ground substance?,The gel that fills the space between cells and fibers and holds tissue fluid.,Ground substance is the gel between cells and fibers that holds tissue fluid.,Confusing ground substance with the fibers.,connective tissue; ground substance
W1-325,Week 1,Tissues,Tissues,Connective Tissue,Connective Tissue,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Which cell builds the fibers and matrix of connective tissue proper?,The fibroblast.,The fibroblast builds the fibers and matrix of connective tissue proper.,Thinking fibroblasts are found in epithelium.,connective tissue; fibroblast
W1-326,Week 1,Tissues,Tissues,Connective Tissue Fibers,Connective Tissue Fibers,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Compare the three connective tissue fiber types by their defining property.,"Collagen fibers are strong and ropelike, elastic fibers stretch and recoil, and reticular fibers form fine branching networks.","Collagen is strong and ropelike, elastic fibers recoil, and reticular fibers form fine networks.",Thinking all connective fibers behave the same.,connective tissue; fibers
W1-327,Week 1,Tissues,Tissues,Connective Tissue Fibers,Connective Tissue Fibers,"Classify the four tissue types and their subtypes by structure, function, and location.",2,1,core,Which connective tissue fiber is the most abundant in the body?,Collagen.,"Collagen is the most abundant fiber, giving tensile strength.",Thinking elastic fibers are most abundant.,connective tissue; collagen
W1-328,Week 1,Tissues,Tissues,Connective Tissue Fibers,Connective Tissue Fibers,"Classify the four tissue types and their subtypes by structure, function, and location.",4,2,core,Why do skin and artery walls rely on elastic fibers?,"Elastic fibers stretch and then recoil to their original shape, letting these tissues spring back.","Elastic fibers stretch and recoil, so skin and artery walls spring back.",Thinking collagen provides the recoil.,connective tissue; elastic fibers
W1-329,Week 1,Tissues,Tissues,Connective Tissue Fibers,Connective Tissue Fibers,"Classify the four tissue types and their subtypes by structure, function, and location.",3,2,core,Why are reticular fibers well suited to supporting the spleen and lymph nodes?,They form fine branching networks that create a soft supportive scaffold.,Fine branching reticular fibers form a soft scaffold for organs like the spleen.,Thinking reticular fibers bear heavy loads like collagen.,connective tissue; reticular fibers
